"GeneID","Essential","Class","Complex","Phenotype","Motif","Chromosome","Function"
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Sensitivity to aminoacid analogs and other drugs","?",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Sensitivity to aminoacid analogs and other drugs","?",3,"METABOLISM"
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Sensitivity to aminoacid analogs and other drugs","?",3,"TRANSCRIPTION"
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Stress response defects","?",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Stress response defects","?",3,"METABOLISM"
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Stress response defects","?",3,"TRANSCRIPTION"
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Unknown","?",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Unknown","?",3,"METABOLISM"
"G234185","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Unknown","?",3,"TRANSCRIPTION"
"G234191","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234191","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","?",4,"TRANSCRIPTION"
"G234191","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234191","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","?",4,"TRANSCRIPTION"
"G234194","Essential","Protein Kinases","Replication complexes","Cell cycle defects","PS00108",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234194","Essential","Protein Kinases","Replication complexes","Cell cycle defects","PS00108",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234194","Essential","Protein Kinases","Replication complexes","Nucleic acid metabolism defects","PS00108",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234194","Essential","Protein Kinases","Replication complexes","Nucleic acid metabolism defects","PS00108",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234197","Essential","Actin related proteins","Cytoskeleton","Cell morphology and organelle mutants","PS01132",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234197","Essential","Actin related proteins","Cytoskeleton","Cell morphology and organelle mutants","PS01132",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234197","Essential","Actin related proteins","Cytoskeleton","Cell morphology and organelle mutants","PS01132",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G234197","Essential","Actin related proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS01132",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234197","Essential","Actin related proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS01132",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234197","Essential","Actin related proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS01132",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G234201","Essential","ATPases","Proteasome","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234201","Essential","ATPases","Proteasome","?","?",4,"PROTEIN DESTINATION"
"G234202","Non-Essential","Protein Kinases","?","Nucleic acid metabolism defects","?",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234202","Non-Essential","Protein Kinases","?","Nucleic acid metabolism defects","?",4,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION"
"G234202","Non-Essential","Protein Kinases","?","Nucleic acid metabolism defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234205","Non-Essential","Transcription factors","?","Mating and sporulation defects","PS00027",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234205","Non-Essential","Transcription factors","?","Mating and sporulation defects","PS00027",4,"METABOLISM"
"G234205","Non-Essential","Transcription factors","?","Mating and sporulation defects","PS00027",4,"TRANSCRIPTION"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00107",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00107",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00107",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00107",4,"TRANSCRIPTION"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00108",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00108",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00108",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes","PS00108",4,"TRANSCRIPTION"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects","PS00107",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects","PS00107",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects","PS00107",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects","PS00107",4,"TRANSCRIPTION"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects","PS00108",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects","PS00108",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects","PS00108",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234206","Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects","PS00108",4,"TRANSCRIPTION"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00107",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00107",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00107",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00107",4,"TRANSCRIPTION"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00108",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00108",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00108",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00108",4,"TRANSCRIPTION"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00107",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00107",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00107",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00107",4,"TRANSCRIPTION"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00108",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00108",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00108",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234206","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00108",4,"TRANSCRIPTION"
"G234212","Non-Essential","GTP/GDP dissociation inhibitors (GDIs)","?","?","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234212","Non-Essential","GTP/GDP dissociation inhibitors (GDIs)","?","?","?",4,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION"
"G234212","Non-Essential","GTP/GDP dissociation inhibitors (GDIs)","?","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234214","Essential","Polymerases","Transcription complexes/Transcriptosome","?","PS00115",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234214","Essential","Polymerases","Transcription complexes/Transcriptosome","?","PS00115",4,"TRANSCRIPTION"
"G234217","Essential","Polymerases","?","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234217","Essential","Polymerases","?","?","?",4,"TRANSCRIPTION"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants","?",4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants","?",4,"IONIC HOMEOSTASIS"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants","?",4,"TRANSPORT FACILITATION"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Conditional phenotypes","?",4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Conditional phenotypes","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Conditional phenotypes","?",4,"IONIC HOMEOSTASIS"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Conditional phenotypes","?",4,"TRANSPORT FACILITATION"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Sensitivity to aminoacid analogs and other drugs","?",4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Sensitivity to aminoacid analogs and other drugs","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Sensitivity to aminoacid analogs and other drugs","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Sensitivity to aminoacid analogs and other drugs","?",4,"IONIC HOMEOSTASIS"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Sensitivity to aminoacid analogs and other drugs","?",4,"TRANSPORT FACILITATION"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Stress response defects","?",4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Stress response defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Stress response defects","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Stress response defects","?",4,"IONIC HOMEOSTASIS"
"G234222","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","Stress response defects","?",4,"TRANSPORT FACILITATION"
"G234227","Non-Essential","Major facilitator superfamily proteins (MFS)","?","Auxotrophies, carbon and","PS00216",4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G234227","Non-Essential","Major facilitator superfamily proteins (MFS)","?","Auxotrophies, carbon and","PS00216",4,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION"
"G234227","Non-Essential","Major facilitator superfamily proteins (MFS)","?","Auxotrophies, carbon and","PS00216",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234227","Non-Essential","Major facilitator superfamily proteins (MFS)","?","Auxotrophies, carbon and","PS00216",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G234227","Non-Essential","Major facilitator superfamily proteins (MFS)","?","Auxotrophies, carbon and","PS00216",4,"METABOLISM"
"G234227","Non-Essential","Major facilitator superfamily proteins (MFS)","?","Auxotrophies, carbon and","PS00216",4,"TRANSPORT FACILITATION"
"G234227","Non-Essential","Major facilitator superfamily proteins (MFS)","?","Auxotrophies, carbon and","PS00217",4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G234227","Non-Essential","Major facilitator superfamily proteins (MFS)","?","Auxotrophies, carbon and","PS00217",4,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION"
"G234227","Non-Essential","Major facilitator superfamily proteins (MFS)","?","Auxotrophies, carbon and","PS00217",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
