"session_id","sequence_order","category_a","category_b","category_c","category_d"
"u10314",2,"A00002","B00003","C00005","D24050"
"u10315",1,"A00002","B00002","C00007","D10437"
"u10316",1,"A00002","B00016","C00131","D30413"
"u10317",1,"A00002","B00003","C00006","D30424"
"u10317",2,"A00002","B00002","C00007","D30425"
"u10318",1,"A00002","B00016","C00131","D30670"
"u10318",2,"A00002","B00016","C00131","D30693"
"u10318",3,"A00002","B00016","C00131","D30695"
"u10318",4,"A00002","B00002","C00007","D10437"
"u10319",1,"A00002","B00001","C00020","D31745"
"u10320",1,"A00002","B00001","C00100","D31758"
"u10320",2,"A00002","B00001","C00053","D31768"
"u10320",3,"A00002","B00001","C00053","D31775"
"u10321",1,"A00002","B00002","C00004","D33117"
"u10322",1,"A00002","B00003","C00006","D33129"
"u10323",1,"A00002","B00002","C00012","D31385"
"u10323",2,"A00002","B00002","C00004","D33644"
"u10324",1,"A00002","B00002","C00003","D18181"
"u10324",2,"A00002","B00002","C00004","D34086"
"u10325",1,"A00002","B00002","C00007","D34103"
"u10326",1,"A00002","B00001","C00053","D34460"
"u10327",1,"A00002","B00002","C00012","D34731"
"u10328",1,"A00002","B00003","C00046","D34547"
"u10329",1,"A00002","B00002","C00004","D35506"
"u10330",1,"A00002","B00002","C00007","D30425"
"u10331",1,"A00002","B00002","C00033","D00111"
"u10332",1,"A00002","B00010","C00034","D01879"
"u10333",1,"A00002","B00002","C00002","D01939"
"u10334",1,"A00001","B00004","C00093","D05792"
"u10334",2,"A00001","B00031","C00130","D05793"
"u10334",3,"A00002","B00016","C00131","D05794"
"u10335",1,"A00002","B00011","C00173","D05814"
"u10336",1,"A00002","B00003","C00037","D06101"
"u10337",1,"A00002","B00003","C00134","D06365"
"u10338",1,"A00009","B00067","C00237","D06527"
"u10339",1,"A00002","B00006","C00030","D06687"
"u10339",2,"A00002","B00006","C00030","D06688"
"u10339",3,"A00001","B00004","C00102","D06691"
"u10339",4,"A00002","B00002","C00007","D06693"
"u10340",1,"A00003","B00020","C00052","D07015"
"u10340",2,"A00002","B00002","C00112","D07024"
"u10340",3,"A00002","B00011","C00114","D07027"
"u10341",1,"A00006","B00057","C00071","D07120"
"u10342",1,"A00002","B00003","C00006","D07452"
"u10343",1,"A00002","B00002","C00007","D07715"
"u10343",2,"A00002","B00002","C00002","D07716"
"u10344",1,"A00002","B00003","C00046","D10458"
"u10344",2,"A00002","B00003","C00006","D10459"
"u10344",3,"A00002","B00003","C00006","D10461"
"u10345",1,"A00002","B00005","C00056","D11494"
"u10345",2,"A00002","B00004","C00018","D11495"
"u10345",3,"A00002","B00004","C00018","D01996"
"u10346",1,"A00002","B00003","C00037","D11948"
"u10347",1,"A00001","B00009","C00038","D12968"
"u10348",1,"A00008","B00043","C00143","D13109"
"u10348",2,"A00008","B00043","C00143","D13116"
"u10349",1,"A00002","B00003","C00006","D00227"
"u10350",1,"A00002","B00016","C00044","D09781"
"u10351",1,"A00001","B00015","C00098","D15062"
"u10352",1,"A00002","B00007","C00016","D15290"
"u10353",1,"A00002","B00002","C00002","D06036"
"u10353",2,"A00002","B00002","C00081","D15325"
"u10353",3,"A00002","B00001","C00177","D14070"
"u10354",1,"A00001","B00009","C00028","D12269"
"u10355",1,"A00001","B00004","C00066","D16934"
"u10355",2,"A00001","B00015","C00043","D16935"
"u10356",1,"A00002","B00001","C00059","D00900"
"u10357",1,"A00008","B00029","C00144","D20717"
"u10357",2,"A00004","B00013","C00318","D16115"
"u10357",3,"A00004","B00013","C00318","D20719"
"u10357",4,"A00002","B00002","C00002","D20721"
"u10357",5,"A00002","B00002","C00002","D20722"
"u10358",1,"A00002","B00016","C00127","D21844"
"u10358",2,"A00002","B00016","C00044","D21845"
"u10359",1,"A00002","B00005","C00013","D22869"
"u10360",1,"A00002","B00016","C00044","D23592"
"u10361",1,"A00002","B00002","C00007","D14606"
"u10361",2,"A00002","B00002","C00004","D10124"
"u10362",1,"A00003","B00012","C00073","D10229"
"u10363",1,"A00003","B00012","C00074","D20789"
"u10364",1,"A00003","B00012","C00074","D20806"
"u10364",2,"A00003","B00012","C00074","D20808"
"u10365",1,"A00003","B00012","C00074","D06588"
"u10366",1,"A00003","B00012","C00036","D29570"
"u10367",1,"A00003","B00012","C00074","D23095"
"u10367",2,"A00003","B00012","C00074","D31927"
"u10367",3,"A00003","B00012","C00032","D31928"
"u10368",1,"A00003","B00012","C00073","D33263"
"u10369",1,"A00003","B00012","C00073","D30897"
"u10369",2,"A00003","B00012","C00073","D33263"
"u10369",3,"A00003","B00012","C00073","D29532"
"u10369",4,"A00003","B00012","C00073","D24725"
"u10369",5,"A00003","B00012","C00073","D31938"
"u10369",6,"A00003","B00012","C00073","D33265"
"u10369",7,"A00003","B00012","C00073","D33267"
"u10369",8,"A00003","B00012","C00073","D33269"
"u10369",9,"A00003","B00012","C00073","D33271"
"u10369",10,"A00003","B00012","C00073","D18303"
"u10370",1,"A00005","B00065","C00012","D33273"
"u10371",1,"A00002","B00003","C00037","D00117"
"u10372",1,"A00002","B00003","C00006","D06616"
"u10373",1,"A00002","B00002","C00007","D00124"
"u10374",1,"A00002","B00004","C00018","D00126"
"u10374",2,"A00002","B00004","C00018","D00125"
"u10375",1,"A00001","B00009","C00031","D33274"
"u10376",1,"A00002","B00001","C00059","D33662"
"u10377",1,"A00002","B00004","C00018","D01998"
"u10377",2,"A00002","B00001","C00059","D33668"
"u10378",1,"A00002","B00001","C00049","D15862"
"u10379",1,"A00004","B00014","C00040","D00129"
"u10379",2,"A00002","B00004","C00018","D00131"
"u10379",3,"A00002","B00007","C00041","D00133"
"u10379",4,"A00001","B00009","C00038","D00127"
"u10380",1,"A00001","B00015","C00042","D00134"
"u10380",2,"A00001","B00015","C00043","D00135"
"u10380",3,"A00001","B00001","C00019","D00138"
"u10380",4,"A00004","B00014","C00040","D00139"
"u10381",1,"A00002","B00001","C00059","D03860"
"u10382",1,"A00001","B00004","C00066","D16650"
"u10383",1,"A00002","B00002","C00007","D00130"
"u10383",2,"A00002","B00002","C00007","D00132"
"u10384",1,"A00002","B00006","C00015","D11653"
"u10385",1,"A00002","B00007","C00115","D02395"
"u10386",1,"A00002","B00016","C00044","D00140"
"u10387",1,"A00002","B00007","C00016","D00142"
"u10388",1,"A00005","B00018","C00047","D00143"
"u10389",1,"A00002","B00003","C00005","D00145"
"u10390",1,"A00002","B00004","C00018","D01286"
"u10391",1,"A00002","B00016","C00063","D01554"
"u10391",2,"A00002","B00016","C00063","D01558"
"u10391",3,"A00002","B00016","C00063","D01551"
"u10392",1,"A00002","B00016","C00131","D01571"
"u10392",2,"A00002","B00004","C00018","D01572"
"u10393",1,"A00005","B00019","C00165","D01591"
"u10394",1,"A00005","B00019","C00164","D01596"
"u10394",2,"A00005","B00019","C00164","D01597"
"u10394",3,"A00005","B00019","C00133","D01598"
"u10394",4,"A00005","B00019","C00164","D01600"
"u10395",1,"A00005","B00032","C00166","D01606"
"u10395",2,"A00005","B00032","C00097","D01607"
"u10395",3,"A00005","B00032","C00094","D01609"
"u10395",4,"A00005","B00032","C00166","D01613"
"u10395",5,"A00005","B00032","C00097","D01621"
"u10396",1,"A00005","B00032","C00097","D01631"
"u10396",2,"A00005","B00032","C00166","D01606"
"u10396",3,"A00005","B00032","C00166","D01613"
"u10396",4,"A00005","B00032","C00167","D01640"
"u10397",1,"A00005","B00032","C00094","D01661"
"u10397",2,"A00005","B00032","C00094","D01664"
"u10398",1,"A00005","B00032","C00094","D01712"
"u10399",1,"A00002","B00017","C00139","D01725"
"u10400",1,"A00002","B00017","C00139","D01775"
"u10401",1,"A00002","B00016","C00063","D01551"
"u10401",2,"A00002","B00003","C00005","D02165"
"u10402",1,"A00003","B00012","C00048","D02432"
"u10402",2,"A00005","B00019","C00165","D02635"
"u10402",3,"A00002","B00007","C00024","D02636"
"u10402",4,"A00002","B00004","C00018","D01286"
"u10403",1,"A00001","B00004","C00066","D02690"
"u10404",1,"A00002","B00004","C00018","D01572"
"u10405",1,"A00005","B00032","C00094","D02740"
"u10405",2,"A00005","B00032","C00094","D02745"
"u10405",3,"A00005","B00032","C00166","D02749"
"u10405",4,"A00005","B00032","C00167","D01640"
"u10405",5,"A00005","B00032","C00094","D01681"
"u10406",1,"A00005","B00032","C00094","D02758"
"u10406",2,"A00005","B00032","C00094","D02760"
"u10406",3,"A00005","B00018","C00077","D02762"
"u10406",4,"A00005","B00032","C00094","D02764"
"u10406",5,"A00005","B00032","C00094","D01668"
"u10406",6,"A00005","B00032","C00094","D02769"
"u10407",1,"A00002","B00017","C00152","D02796"
"u10407",2,"A00005","B00018","C00076","D02797"
"u10407",3,"A00005","B00018","C00076","D02799"
"u10407",4,"A00005","B00060","C00200","D02806"
"u10407",5,"A00005","B00018","C00076","D02812"
"u10408",1,"A00005","B00019","C00164","D02838"
"u10408",2,"A00005","B00019","C00050","D02846"
"u10408",3,"A00005","B00019","C00050","D00150"
"u10408",4,"A00005","B00019","C00201","D02850"
"u10409",1,"A00002","B00003","C00014","D01544"
"u10409",2,"A00002","B00003","C00005","D03171"
"u10409",3,"A00002","B00003","C00014","D03173"
"u10410",1,"A00002","B00004","C00012","D03207"
"u10410",2,"A00002","B00004","C00012","D03210"
"u10410",3,"A00002","B00004","C00012","D03211"
"u10411",1,"A00002","B00003","C00014","D01544"
"u10412",1,"A00002","B00004","C00018","D01572"
"u10412",2,"A00002","B00016","C00063","D01551"
"u10412",3,"A00002","B00016","C00044","D04044"
"u10413",1,"A00002","B00003","C00005","D02165"
"u10413",2,"A00002","B00003","C00006","D04481"
"u10413",3,"A00005","B00018","C00076","D02812"
"u10414",1,"A00002","B00004","C00018","D01286"
"u10415",1,"A00005","B00019","C00165","D01591"
"u10416",1,"A00002","B00017","C00139","D05547"
"u10416",2,"A00002","B00017","C00139","D01826"
"u10417",1,"A00002","B00017","C00139","D05576"
"u10418",1,"A00002","B00003","C00014","D02458"
"u10418",2,"A00002","B00003","C00005","D06004"
"u10418",3,"A00002","B00003","C00046","D06047"
"u10418",4,"A00002","B00003","C00006","D06048"
"u10418",5,"A00002","B00003","C00006","D06052"
"u10418",6,"A00002","B00003","C00005","D05477"
"u10418",7,"A00005","B00019","C00165","D06059"
"u10418",8,"A00005","B00019","C00085","D06060"
"u10418",9,"A00005","B00019","C00165","D06065"
"u10418",10,"A00005","B00019","C00165","D06066"
"u10418",11,"A00002","B00016","C00070","D06069"
"u10418",12,"A00002","B00007","C00024","D04324"
"u10418",13,"A00005","B00070","C00249","D06078"
"u10419",1,"A00005","B00051","C00234","D06099"
"u10419",2,"A00005","B00051","C00096","D06102"
"u10420",1,"A00003","B00012","C00051","D06402"
"u10421",1,"A00003","B00012","C00051","D06408"
"u10421",2,"A00003","B00012","C00051","D06410"
"u10421",3,"A00003","B00012","C00051","D06411"
"u10421",4,"A00003","B00012","C00048","D06412"
"u10421",5,"A00003","B00012","C00051","D06418"
"u10421",6,"A00003","B00012","C00051","D06419"
"u10421",7,"A00003","B00012","C00051","D06423"
"u10421",8,"A00002","B00003","C00005","D06426"
"u10422",1,"A00002","B00007","C00016","D00142"
"u10423",1,"A00002","B00003","C00046","D06882"
"u10423",2,"A00002","B00003","C00046","D06886"
"u10423",3,"A00002","B00003","C00046","D06889"
"u10423",4,"A00002","B00003","C00006","D06893"
"u10423",5,"A00002","B00003","C00005","D06894"
"u10423",6,"A00002","B00003","C00005","D06896"
"u10424",1,"A00002","B00003","C00005","D06899"
"u10425",1,"A00002","B00003","C00006","D06914"
"u10426",1,"A00002","B00003","C00005","D06918"
"u10426",2,"A00002","B00003","C00006","D06914"
"u10426",3,"A00002","B00003","C00014","D06922"
"u10427",1,"A00002","B00003","C00014","D06930"
"u10427",2,"A00002","B00003","C00014","D02292"
"u10427",3,"A00002","B00016","C00091","D06943"
"u10427",4,"A00002","B00016","C00127","D06948"
"u10427",5,"A00002","B00016","C00070","D06952"
"u10427",6,"A00002","B00016","C00127","D06954"
"u10427",7,"A00002","B00016","C00063","D01551"
"u10427",8,"A00005","B00018","C00076","D02812"
"u10427",9,"A00002","B00003","C00006","D06914"
"u10427",10,"A00002","B00017","C00139","D02201"
"u10427",11,"A00002","B00017","C00139","D01826"
"u10427",12,"A00002","B00017","C00139","D01775"
"u10427",13,"A00002","B00017","C00045","D00818"
"u10427",14,"A00002","B00017","C00139","D06981"
"u10428",1,"A00002","B00004","C00018","D02656"
"u10429",1,"A00002","B00004","C00061","D07092"
"u10430",1,"A00002","B00003","C00006","D07512"
"u10430",2,"A00002","B00003","C00046","D07514"
"u10431",1,"A00003","B00012","C00051","D06410"
"u10431",2,"A00003","B00012","C00051","D07521"
"u10432",1,"A00002","B00007","C00025","D01583"
"u10433",1,"A00005","B00019","C00085","D07626"
"u10434",1,"A00006","B00057","C00218","D03671"
"u10435",1,"A00003","B00012","C00048","D07630"
"u10435",2,"A00003","B00012","C00048","D07631"
"u10435",3,"A00003","B00012","C00048","D07632"
"u10435",4,"A00003","B00012","C00048","D07633"
"u10435",5,"A00002","B00003","C00006","D07635"
"u10435",6,"A00002","B00004","C00018","D01286"
"u10435",7,"A00002","B00007","C00024","D02636"
"u10435",8,"A00003","B00012","C00048","D07637"
"u10435",9,"A00003","B00012","C00048","D07638"
"u10435",10,"A00003","B00012","C00074","D07639"
"u10436",1,"A00005","B00018","C00076","D02812"
"u10436",2,"A00002","B00003","C00006","D08145"
"u10437",1,"A00002","B00003","C00006","D08182"
"u10437",2,"A00002","B00003","C00006","D08188"
"u10437",3,"A00002","B00003","C00006","D08193"
"u10437",4,"A00002","B00003","C00005","D08195"
"u10437",5,"A00002","B00003","C00046","D08197"
"u10437",6,"A00002","B00007","C00024","D06266"
"u10437",7,"A00002","B00003","C00005","D00145"
"u10438",1,"A00005","B00032","C00166","D08215"
"u10438",2,"A00005","B00032","C00094","D08217"
"u10439",1,"A00002","B00003","C00006","D09993"
"u10439",2,"A00002","B00003","C00005","D09994"
"u10440",1,"A00002","B00006","C00015","D10005"
"u10440",2,"A00002","B00003","C00006","D10007"
"u10440",3,"A00002","B00006","C00030","D10012"
"u10441",1,"A00009","B00041","C00096","D10038"
"u10442",1,"A00005","B00065","C00012","D10046"
"u10442",2,"A00005","B00065","C00278","D10047"
"u10443",1,"A00002","B00003","C00006","D09998"
"u10444",1,"A00002","B00003","C00006","D10524"
"u10444",2,"A00002","B00016","C00044","D10527"
"u10444",3,"A00002","B00016","C00044","D10530"
"u10444",4,"A00002","B00016","C00044","D10533"
"u10444",5,"A00002","B00016","C00044","D09914"
"u10445",1,"A00002","B00017","C00139","D10537"
"u10446",1,"A00005","B00018","C00325","D10538"
"u10447",1,"A00003","B00012","C00048","D10618"
"u10447",2,"A00002","B00003","C00046","D05639"
"u10447",3,"A00002","B00003","C00046","D10623"
"u10448",1,"A00002","B00004","C00018","D01572"
"u10449",1,"A00002","B00006","C00030","D10841"
"u10450",1,"A00002","B00003","C00006","D09998"
"u10451",1,"A00002","B00003","C00005","D10862"
"u10452",1,"A00005","B00019","C00211","D11133"
"u10452",2,"A00005","B00019","C00211","D11134"
"u10453",1,"A00002","B00017","C00139","D11668"
"u10454",1,"A00002","B00017","C00139","D01775"
"u10454",2,"A00002","B00017","C00139","D05682"
"u10454",3,"A00005","B00032","C00166","D11706"
"u10454",4,"A00005","B00032","C00166","D11707"
"u10454",5,"A00005","B00019","C00201","D11718"
"u10454",6,"A00005","B00019","C00165","D11719"
"u10454",7,"A00005","B00019","C00211","D11134"
"u10455",1,"A00005","B00019","C00085","D11750"
"u10455",2,"A00005","B00019","C00211","D11134"
"u10456",1,"A00002","B00003","C00005","D11909"
"u10456",2,"A00002","B00003","C00005","D10862"
"u10456",3,"A00002","B00003","C00006","D11913"
"u10456",4,"A00002","B00002","C00007","D11914"
"u10456",5,"A00002","B00003","C00006","D11917"
"u10456",6,"A00002","B00003","C00005","D11918"
"u10457",1,"A00002","B00002","C00003","D11935"
"u10457",2,"A00002","B00003","C00006","D09998"
"u10457",3,"A00002","B00016","C00091","D01568"
"u10458",1,"A00002","B00003","C00006","D11913"
"u10458",2,"A00005","B00032","C00094","D11996"
"u10458",3,"A00005","B00032","C00166","D01613"
"u10458",4,"A00005","B00018","C00047","D11997"
"u10459",1,"A00005","B00018","C00047","D11999"
"u10460",1,"A00005","B00018","C00047","D11997"
"u10460",2,"A00005","B00065","C00012","D10056"
"u10461",1,"A00005","B00065","C00012","D12007"
"u10462",1,"A00005","B00051","C00322","D12030"
"u10463",1,"A00005","B00065","C00012","D12007"
"u10464",1,"A00002","B00001","C00053","D12153"
"u10464",2,"A00002","B00001","C00053","D12154"
"u10465",1,"A00002","B00016","C00044","D12228"
"u10465",2,"A00002","B00016","C00044","D12229"
"u10466",1,"A00002","B00016","C00044","D10533"
"u10466",2,"A00002","B00003","C00005","D12233"
"u10467",1,"A00002","B00016","C00044","D11128"
"u10467",2,"A00002","B00016","C00127","D12239"
"u10467",3,"A00002","B00016","C00044","D12240"
"u10467",4,"A00002","B00016","C00044","D10527"
"u10467",5,"A00002","B00016","C00044","D11941"
"u10468",1,"A00002","B00003","C00006","D11913"
"u10469",1,"A00002","B00016","C00044","D11128"
"u10470",1,"A00002","B00016","C00044","D12624"
"u10470",2,"A00002","B00016","C00044","D11941"
"u10470",3,"A00002","B00016","C00044","D11128"
"u10471",1,"A00002","B00003","C00014","D12641"
"u10472",1,"A00005","B00019","C00324","D10484"
"u10473",1,"A00005","B00051","C00096","D12663"
"u10473",2,"A00005","B00019","C00133","D12666"
"u10474",1,"A00002","B00001","C00150","D12689"
"u10474",2,"A00005","B00019","C00012","D12690"
"u10474",3,"A00005","B00019","C00324","D10484"
"u10474",4,"A00005","B00019","C00208","D12696"
"u10475",1,"A00005","B00065","C00012","D12739"
"u10475",2,"A00006","B00038","C00294","D12740"
"u10475",3,"A00005","B00032","C00168","D12741"
"u10475",4,"A00005","B00019","C00324","D12745"
"u10475",5,"A00005","B00019","C00208","D12748"
"u10475",6,"A00005","B00019","C00201","D12749"
"u10476",1,"A00005","B00051","C00215","D12760"
"u10477",1,"A00005","B00051","C00322","D12797"
"u10477",2,"A00011","B00077","C00344","D12802"
"u10478",1,"A00002","B00003","C00006","D11913"
"u10479",1,"A00006","B00057","C00308","D12845"
"u10480",1,"A00003","B00012","C00051","D12859"
"u10481",1,"A00002","B00004","C00018","D01572"
"u10481",2,"A00002","B00004","C00012","D13307"
"u10481",3,"A00002","B00004","C00012","D13308"
"u10482",1,"A00002","B00004","C00012","D13309"
"u10483",1,"A00002","B00003","C00005","D10862"
"u10484",1,"A00002","B00003","C00005","D13658"
"u10485",1,"A00005","B00019","C00211","D11134"
"u10486",1,"A00005","B00019","C00324","D12745"
"u10487",1,"A00002","B00016","C00070","D14393"
"u10488",1,"A00002","B00003","C00116","D14870"
"u10488",2,"A00001","B00009","C00028","D13312"
"u10489",1,"A00002","B00003","C00005","D10133"
"u10489",2,"A00002","B00003","C00005","D14873"
"u10490",1,"A00003","B00022","C00073","D14886"
"u10491",1,"A00005","B00019","C00211","D11134"
"u10492",1,"A00005","B00019","C00324","D15198"
"u10493",1,"A00005","B00019","C00324","D12745"
"u10494",1,"A00005","B00019","C00353","D15205"
"u10494",2,"A00005","B00019","C00133","D15207"
"u10494",3,"A00005","B00018","C00076","D02812"
"u10495",1,"A00005","B00051","C00215","D15211"
"u10495",2,"A00005","B00019","C00208","D15212"
"u10495",3,"A00005","B00019","C00050","D00150"
"u10496",1,"A00002","B00016","C00044","D15235"
"u10497",1,"A00002","B00016","C00070","D14393"
"u10497",2,"A00002","B00016","C00044","D15235"
"u10498",1,"A00005","B00019","C00324","D12745"
"u10499",1,"A00005","B00019","C00324","D10484"
"u10500",1,"A00002","B00016","C00044","D15235"
"u10501",1,"A00002","B00004","C00018","D15526"
"u10501",2,"A00002","B00017","C00139","D15529"
